Date (GMT+5:30),Solar (Energy in GWh/day),Rooftop Solar (Est.) (Energy in GWh/day),Solar (Estimated) (Energy in GWh/day),Mini Hydro (Telemetered) (Energy in GWh/day),Mini Hydro (Estimated) (Energy in GWh/day),Biomass and Waste Heat (Energy in GWh/day),Wind (Energy in GWh/day),Major Hydro (Energy in GWh/day),Oil (IPP) (Energy in GWh/day),Oil (CEB) (Energy in GWh/day),Coal (Energy in GWh/day)
2017-08-13,0.24,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.52,5.48,4.91,5.60,16.53
2017-08-14,0.11,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.83,6.17,7.44,8.29,16.58
2017-08-15,0.27,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.38,6.89,7.76,8.77,16.50
2017-08-16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A
2017-08-17,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.71,5.93,7.79,9.06,17.21
2017-08-18,0.13,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.35,8.60,5.35,7.09,15.47
2017-08-19,0.21,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.43,9.41,1.56,6.27,15.60
2017-08-20,0.08,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.35,9.01,0.75,4.18,15.33
2017-08-21,0.24,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.26,9.34,5.51,6.25,15.35
2017-08-22,0.24,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.26,9.34,5.51,6.25,15.35
2017-08-23,0.27,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.85,13.15,2.73,7.88,15.75
2017-08-24,0.20,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.90,9.03,6.77,8.57,15.53
2017-08-25,0.28,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.82,9.15,7.87,7.39,15.03
2017-08-26,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.61,9.06,4.27,6.60,16.57
2017-08-27,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.69,7.88,1.56,4.90,17.33
2017-08-28,0.17,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.18,8.93,5.00,6.06,16.98
2017-08-29,0.16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.86,10.34,4.17,5.76,16.89
2017-08-30,0.25,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.20,10.48,6.00,6.18,17.03
2017-08-31,0.18,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.38,12.28,8.53,9.26,11.34
2017-09-01,0.23,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.13,10.78,7.93,8.61,10.94
2017-09-02,0.16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.22,10.25,7.35,6.87,10.93
2017-09-03,0.14,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.42,9.07,4.08,6.89,11.05
2017-09-04,0.09,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.55,11.61,7.84,6.89,10.96
2017-09-05,0.25,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.94,10.64,3.25,5.06,10.70
2017-09-06,0.20,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.23,11.53,8.50,4.28,10.72
2017-09-07,0.16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.37,11.95,8.39,3.15,10.98
2017-09-08,0.13,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.76,11.50,7.24,5.53,10.81
2017-09-09,0.17,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.15,10.93,4.05,6.16,10.73
2017-09-10,0.18,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.73,10.05,1.14,6.93,11.01
2017-09-11,0.22,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.75,11.61,7.01,6.97,10.96
2017-09-12,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.53,11.99,7.62,7.24,10.92
2017-09-13,0.13,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.63,11.74,6.36,6.84,10.45
2017-09-14,0.18,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.28,12.07,5.73,6.79,9.70
2017-09-15,0.32,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.54,12.09,6.36,6.36,10.76
2017-09-16,0.14,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.04,11.79,3.64,7.35,10.63
2017-09-17,0.13,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.28,10.77,0.41,6.86,10.36
2017-09-18,0.16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.93,10.91,6.44,7.31,10.87
2017-09-19,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.35,11.96,7.54,7.43,10.77
2017-09-20,0.28,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.17,10.50,7.76,9.22,10.85
2017-09-21,0.25,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.77,9.73,8.12,8.84,11.01
2017-09-22,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.50,11.54,8.35,8.50,10.81
2017-09-23,0.27,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.24,11.27,8.34,6.48,11.03
2017-09-24,0.23,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.40,9.30,5.84,6.62,11.03
2017-09-25,0.25,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.56,10.46,8.01,7.82,10.91
2017-09-26,0.20,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.66,10.57,7.43,6.81,11.98
2017-09-27,0.17,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.87,10.06,3.74,5.87,14.82
2017-09-28,0.26,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.98,11.39,3.72,6.01,14.83
2017-09-29,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.09,11.03,7.41,6.10,12.23
2017-09-30,0.20,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.81,10.06,7.80,6.56,11.29
2017-10-01,0.23,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.37,9.40,3.92,5.55,12.30
2017-10-02,0.22,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.51,10.98,6.23,8.13,12.29
2017-10-03,0.20,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.46,10.04,8.20,8.44,12.58
2017-10-04,0.32,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.37,9.77,8.55,8.76,12.50
2017-10-05,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.00,10.54,3.35,5.96,12.26
2017-10-06,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.19,10.75,6.56,6.71,12.23
2017-10-07,0.23,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.95,10.44,2.20,5.96,16.42
2017-10-08,0.24,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.99,8.87,0.46,5.43,16.91
2017-10-09,0.27,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.21,9.91,5.25,6.28,16.76
2017-10-10,0.23,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.91,10.05,6.13,5.84,17.28
2017-10-11,0.17,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.84,11.78,2.47,6.79,17.13
2017-10-12,0.16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.72,11.16,2.42,7.91,16.50
2017-10-13,0.25,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.94,11.34,1.97,7.35,15.83
2017-10-14,0.10,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.57,11.21,1.10,4.87,14.44
2017-10-15,0.22,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,2.00,11.37,0.25,0.95,14.63
2017-10-16,0.25,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.71,11.91,1.83,6.05,15.11
2017-10-17,0.18,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.51,11.67,1.52,7.76,15.64
2017-10-18,0.13,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.19,11.43,1.54,6.41,16.40
2017-10-19,0.14,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.25,11.26,1.49,6.75,16.30
2017-10-20,0.12,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.47,11.62,0.94,5.98,16.27
2017-10-21,0.17,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.55,9.82,0.46,4.36,16.43
2017-10-22,0.24,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.01,12.07,0.45,1.25,16.32
2017-10-23,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.90,14.29,1.84,5.60,16.37
2017-10-24,0.23,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.44,14.12,2.28,6.23,16.73
2017-10-25,0.22,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.09,12.56,2.09,8.07,16.74
2017-10-26,0.25,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.06,13.02,1.67,7.31,16.57
2017-10-27,0.26,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.04,13.12,1.68,7.25,15.92
2017-10-28,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.12,12.50,1.23,5.47,15.60
2017-10-29,0.17,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.18,12.41,0.00,1.82,15.27
2017-10-30,0.16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.23,14.02,1.22,5.64,14.60
2017-10-31,0.15,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.18,13.70,1.26,5.70,14.86
2017-11-01,0.14,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.14,13.72,1.55,6.52,15.05
2017-11-02,0.14,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.09,13.71,1.53,5.79,15.02
2017-11-03,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.20,12.37,0.55,1.40,15.33
2017-11-04,0.13,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.21,12.40,1.99,1.43,15.05
2017-11-05,0.08,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.20,13.74,0.00,0.07,14.52
2017-11-06,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A
2017-11-07,0.06,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.19,17.24,6.85,5.15,5.10
2017-11-08,0.11,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.36,15.97,7.31,6.50,4.66
2017-11-09,0.16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.37,16.36,7.35,6.92,4.38
2017-11-10,0.13,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.69,16.69,7.83,7.04,4.58
2017-11-11,0.17,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.51,14.38,7.67,7.23,4.69
2017-11-12,0.01,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.47,11.90,5.51,8.43,4.63
2017-11-13,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A
2017-11-14,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.41,16.04,7.92,9.96,4.71
2017-11-15,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.52,15.89,8.40,9.89,4.69
2017-11-16,0.22,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.20,16.50,8.39,10.34,4.69
2017-11-17,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.16,16.20,8.68,9.95,4.80
2017-11-18,0.18,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.12,14.84,8.21,10.20,4.77
2017-11-19,0.14,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.10,14.22,6.18,6.92,4.77
2017-11-20,0.12,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.16,15.86,8.58,8.12,4.11
2017-11-21,0.16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.22,16.60,8.44,9.06,4.64
2017-11-22,0.14,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.31,15.58,8.98,9.21,4.73
2017-11-23,0.17,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.48,13.98,8.20,7.19,9.51
2017-11-24,0.08,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.27,13.56,7.64,7.00,10.86
2017-11-25,0.05,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.44,11.74,6.97,6.20,11.06
2017-11-26,0.07,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.24,10.82,4.15,5.26,11.04
2017-11-27,0.01,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.18,11.08,7.03,7.96,10.90
2017-11-28,0.06,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.61,10.99,8.18,6.94,11.03
2017-11-29,0.04,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.48,11.43,5.78,5.56,10.83
2017-11-30,0.06,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.59,15.09,3.11,4.66,5.77
2017-12-01,0.08,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.89,19.13,0.16,2.40,5.84
2017-12-02,0.48,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.16,19.19,0.65,2.74,6.08
2017-12-03,0.21,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.09,19.01,0.40,1.08,5.54
2017-12-04,0.12,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.38,17.10,4.41,6.33,6.08
2017-12-05,0.15,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.27,17.59,5.55,6.75,6.24
2017-12-06,0.13,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.15,16.64,7.10,6.92,6.30
2017-12-07,0.16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.21,17.09,6.65,7.42,6.23
2017-12-08,0.14,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.11,14.36,4.64,7.47,11.02
2017-12-09,0.17,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.02,11.52,5.25,7.11,11.11
2017-12-10,0.16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.11,13.13,0.92,6.08,10.90
2017-12-11,0.15,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.12,15.50,7.15,4.20,11.08
2017-12-12,0.15,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.07,13.86,9.34,3.95,10.71
2017-12-13,0.16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.23,13.30,8.87,5.39,9.67
2017-12-14,0.14,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.33,13.28,8.62,4.38,9.84
2017-12-15,0.15,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.52,13.93,8.83,3.77,9.88
2017-12-16,0.16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.65,15.70,6.01,2.17,10.44
2017-12-17,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.04,13.52,3.55,3.08,10.08
2017-12-18,0.04,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.89,12.17,7.57,7.10,10.04
2017-12-19,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.75,11.61,8.54,7.96,10.12
2017-12-20,0.01,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.58,11.87,7.28,7.25,10.93
2017-12-21,0.14,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.63,14.23,2.36,5.43,14.54
2017-12-22,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.75,15.14,6.31,5.08,10.17
2017-12-23,0.12,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.83,13.09,3.86,6.61,10.13
2017-12-24,0.18,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.63,13.66,0.21,7.15,9.87
2017-12-25,0.16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.67,11.78,0.20,7.18,9.94
2017-12-26,0.13,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.45,11.97,5.81,7.02,10.06
2017-12-27,0.17,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.81,12.76,7.32,6.61,10.01
2017-12-28,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.91,14.51,5.78,6.48,10.03
2017-12-29,0.18,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.63,13.07,7.33,6.85,9.91
2017-12-30,0.15,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.59,11.45,6.71,7.14,10.01
2017-12-31,0.15,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.37,9.71,4.81,7.56,10.26
2018-01-01,0.17,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.15,9.58,2.71,7.44,10.00
2018-01-02,0.16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.11,11.16,8.30,7.12,10.12
2018-01-03,0.15,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.31,12.19,9.41,7.69,10.19
2018-01-04,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.63,10.35,9.31,9.18,10.17
2018-01-05,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.73,9.48,8.93,8.98,10.14
2018-01-06,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.48,9.35,8.85,8.40,10.15
2018-01-07,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.74,8.98,4.06,7.43,10.14
2018-01-08,0.18,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.75,9.99,8.50,8.12,10.11
2018-01-09,0.16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.56,10.34,9.34,8.93,10.15
2018-01-10,0.13,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.40,10.67,9.36,9.64,10.13
2018-01-11,0.12,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.54,11.53,9.28,9.66,10.13
2018-01-12,0.14,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.28,9.89,9.22,9.58,10.76
2018-01-13,0.27,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.48,7.01,7.48,8.50,12.93
2018-01-14,0.23,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.77,7.34,1.35,7.19,16.34
2018-01-15,0.33,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.54,6.92,4.74,8.92,15.91
2018-01-16,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.51,6.52,7.96,8.34,16.00
2018-01-17,0.31,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.52,6.48,8.18,8.78,15.41
2018-01-18,0.32,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.94,8.06,9.08,9.98,11.04
2018-01-19,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.72,8.24,9.57,9.89,11.25
2018-01-20,0.18,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.89,7.85,7.42,9.95,11.20
2018-01-21,0.31,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.86,5.86,6.03,9.28,11.28
2018-01-22,0.20,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.47,9.03,8.86,10.01,11.12
2018-01-23,0.22,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.25,10.43,9.15,9.94,11.19
2018-01-24,0.16,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.44,10.22,9.03,10.30,11.11
2018-01-25,0.31,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.39,8.82,8.84,9.93,12.64
2018-01-26,0.23,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.54,6.69,7.81,8.73,17.04
2018-01-27,0.18,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.58,6.42,7.51,7.58,16.57
2018-01-28,0.23,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.82,5.93,2.18,8.76,16.67
2018-01-29,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.72,7.18,7.17,8.91,16.74
2018-01-30,0.12,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.70,6.91,6.80,8.74,16.79
2018-01-31,0.12,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.79,6.18,1.88,7.42,17.03
2018-02-01,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.02,6.22,6.15,8.02,17.32
2018-02-02,0.33,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,1.02,6.32,6.10,8.31,17.30
2018-02-03,0.17,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.84,5.40,6.01,7.89,17.13
2018-02-04,0.24,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.74,5.58,1.53,6.37,17.62
2018-02-05,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.78,6.07,6.39,7.83,17.02
2018-02-06,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.55,7.82,7.00,7.94,17.54
2018-02-07,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.30,8.54,6.73,7.86,17.55
2018-02-08,0.27,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.28,6.69,6.25,9.00,17.66
2018-02-09,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.23,6.76,6.54,8.69,17.58
2018-02-10,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.47,5.19,3.29,7.39,16.96
2018-02-11,0.25,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.46,6.43,2.62,6.62,17.57
2018-02-12,0.29,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.74,7.41,7.29,8.04,17.37
2018-02-13,0.31,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.93,6.65,7.53,9.39,17.33
2018-02-14,0.28,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.73,6.77,8.64,9.06,17.33
2018-02-15,0.26,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.94,6.50,8.62,8.53,18.09
2018-02-16,0.25,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.89,6.52,8.48,8.61,17.85
2018-02-17,0.32,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.94,5.59,7.07,7.75,17.84
2018-02-18,0.32,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.55,5.99,5.59,6.27,16.09
2018-02-19,0.35,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.87,6.68,8.12,8.09,17.51
2018-02-20,0.38,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.92,6.34,8.13,7.93,18.11
2018-02-21,0.34,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.63,6.95,8.14,8.48,17.90
2018-02-22,0.20,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.48,7.03,6.96,9.75,17.97
2018-02-23,0.35,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.76,7.28,7.48,8.78,18.16
2018-02-24,0.27,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.91,5.98,7.40,8.49,17.93
2018-02-25,0.17,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.94,5.08,4.66,6.95,18.23
2018-02-26,0.22,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.57,5.26,6.73,9.23,18.03
2018-02-27,0.21,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.70,4.85,6.82,8.84,18.24
2018-02-28,0.17,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.53,6.33,7.34,8.19,18.10
2018-03-01,0.31,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.51,4.64,2.55,9.32,17.97
2018-03-02,0.34,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.50,6.30,6.25,9.16,18.23
2018-03-03,0.32,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.40,6.10,4.90,8.97,17.98
2018-03-04,0.28,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.15,5.96,2.17,8.52,17.86
2018-03-05,0.32,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.40,7.01,6.66,9.47,17.64
2018-03-06,0.33,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.43,7.78,7.69,8.57,17.84
2018-03-07,0.30,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.70,8.05,6.83,9.29,17.61
2018-03-08,0.33,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.50,7.09,8.56,8.92,17.79
2018-03-09,0.18,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.47,6.16,8.78,9.32,17.89
2018-03-10,0.14,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.42,6.06,6.55,8.64,17.70
2018-03-11,0.19,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.73,4.55,5.08,6.78,17.76
2018-03-12,0.10,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.91,6.11,6.77,7.88,17.72
2018-03-13,0.25,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.44,6.99,7.17,8.18,17.74
2018-03-14,0.33,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.23,6.98,7.95,8.71,17.69
2018-03-15,0.33,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.19,7.87,8.01,8.71,17.64
2018-03-16,0.32,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.10,6.47,10.03,8.60,17.65
2018-03-17,0.34,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.24,6.96,7.00,7.96,17.96
2018-03-18,0.26,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.45,6.55,4.73,6.90,18.06
2018-03-19,0.35,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.66,6.87,9.11,8.95,17.92
2018-03-20,0.36,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.25,7.02,10.32,8.61,17.86
2018-03-21,0.34,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.12,7.74,10.25,9.18,18.03
2018-03-22,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A
2018-03-23,0.31,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.41,7.26,11.17,9.14,17.58
2018-03-24,0.28,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.18,5.85,10.32,8.31,17.97
2018-03-25,0.32,Data N/A,Data N/A,Data N/A,Data N/A,Data N/A,0.30,4.96,7.80,7.66,17.48
